Date;N° HESSO;Date de début;Date de fin;Libellé;Statut
2006-08-30;13931;2004-01-01;2005-12-31;Development of a bioelectronic reader system for ultra-sensitive biomolecular diagnostics with short response time,  intended for point-of-care use;RF
2006-03-03;13933;2004-07-01;2005-12-31;Grand - Théâtre de Genève;AC
2010-04-21;13935;2004-07-12;2008-12-31;Ecomobile de l'école d'ingénieurs de Genève;AC
2005-03-21;13937;2004-05-03;2005-07-08;Analyse des métaux lourd pour les Cheneviers;AC
2004-11-15;13939;2005-01-01;2006-06-30;Rafraîchissement par pompage dans les lacs et cours d'eau;RF
2005-01-10;13941;2004-06-01;2005-12-31;Production d'hydrogène par dissociation de la molécule d'eau (projet H2P);RF
2005-03-21;13943;2004-07-02;2004-10-20;"Evaluation of street lighting detection systems";AC
2005-04-06;13946;2004-06-09;2004-10-30;"STEP D'AFOURER" Essais sur modèle réduit pour EDF France;AC
2004-12-08;13947;2005-01-17;2006-02-28;Stratégie de communication et concrétisation des démarches commerciales par les jeunes entreprises;RF
2005-10-24;13949;2004-09-01;2005-04-30;Régulation de température visant à l'optimisation d'installations de chauffage à distance;AC
2005-03-17;13950;2004-01-01;2004-12-31;Etude groupe scolaire à Chancy;AC
2005-03-17;13963;2004-06-01;2004-08-31;Etude énergétique immeuble rue Guye 2-4-6;AC
2005-04-15;13981;2004-08-16;2004-10-29;usinage EDM d'une structure accélératrice;AC
2005-03-16;13995;2005-01-01;2005-09-30;Analyse des logs à postériori;RF
2004-11-15;13996;2005-01-03;2005-12-22;Open DRM sur Java Carte;RF
2005-06-01;13999;2004-07-12;2004-11-29;Etude des déperditions contre terrain des dalles du rez-de-chaussée;AC
2004-12-01;14015;2004-07-13;2004-08-10;Réalisation d'une chambre de mesure anéchoïque pour petits objets;AC
2005-08-31;14052;2004-08-01;2005-07-31;Analyse et optimisation aérothermique des principaux composants du générateur d'étincelles ;AC
2004-11-15;14070;2005-01-01;2005-12-31;TRIPLE PLAY - VIDEO QOS;RF
2004-10-13;14078;2005-01-01;2006-06-30;Optimisation des chaudières à bois par surveillance de la flamme;RF
2007-11-08;14084;2005-01-03;2006-11-30;Porting Genetic Applications on Peer To Peer Platforms;AC
2004-11-15;14085;2005-02-01;2006-01-31;Modélisation réactive synchrone d'algorithmes systoliques dédiés au traitement numérique du signal;RF
2009-01-23;14091;2005-03-01;2008-03-31;FATIGUE LIFE OF EDM IMPROVED MICROALLOYED WHITE LAYER ;AC
2005-02-25;14096;2004-11-15;2005-02-28;ÉTUDE DE LA PERTINENCE DE L'IMPLEMENTATION D'UN PROGICIEL DE GESTION INTEGRE (ERP) DANS UNE PME/PMI;RF
2006-11-07;14123;2004-03-01;2004-12-31;World Engineers'Convention 2004;AC
2006-10-26;14128;2005-01-03;2005-12-30;UNE METHODE D'EVALUATION DE LA RECHERCHE FRANCOPHONE DANS UNE DISCIPLINE D'ENSEIGNEMENT UNIVERSITAIRE;RF
2008-02-18;14136;2004-09-01;2005-06-30;Analyse, modélisation et optimisation aérolique de buses d'injection du diélectrique pour les machines EDM de type FI X40cc;AC
2004-11-23;14138;2005-01-05;2006-09-29;RS/Mise en oeuvre d'une technique de retardement des fissures par application de patchs composites colles;RF
2013-07-13;14160;2005-01-06;2007-12-31;Surveillance de la coupe et caractérisation de l'usure ;AC
2010-11-23;14162;2005-07-01;2006-12-30;Guide Virtuel: Application sur pocket-PC pour la clientèle de l'hôtellerie suisse;AC
2007-08-23;14164;2005-03-01;2006-11-30;Propagation de fissures et sa mesure en fatigue ;AC
2005-03-21;14183;2004-10-01;2004-12-30;Formation "à la carte" pour faciliter l'utilisation prochaine de réseaux compatibles TCP/IP;AC
2004-09-24;14196;2004-12-01;2005-09-30;STRATEGIE D' ENTREPRISE ET VEILLE : UN GUIDE D'ORIENTATION POUR SENSIBILISER LES PME;RF
2004-12-08;14197;2005-01-03;2006-12-29;Automatisation d'identification d'indicateurs stratégiques;RF
2007-08-09;14201;2005-02-01;2007-01-31;MARCHE DES CERTIFICATS ECHANGEABLES. Création d'une Bourse Electronique d'Echange de la Consommation Energétique dans le Secteur du Bâtiment;AC
2007-11-12;14203;2005-01-03;2006-08-31;STRATEGIE ANTI-SPAM POUR L'ENTREPRISE;AC
2009-01-16;14214;2004-11-01;2007-11-01;ManepEig (Collaboration Manep-EIG);AC
2007-02-05;14218;2005-02-01;2006-12-31;MARCHE DES CERTIFICATS ECHANGEABLES. Création d'une Bourse Electronique d'Echange de la Consommation Energétique dans le Secteur du Bâtiment;AC
2004-11-15;14221;2005-01-01;2005-10-01;Acquisition de connaissances sur les micro-centrales hydro-électriques;RF
2007-02-15;14228;2005-01-03;2006-06-30;Hortisol : solutions pour l'horticulture;AC
2005-01-12;14230;2004-10-01;2006-02-28;Mobile Project Manager;RF
2005-01-13;14238;2004-10-01;2005-07-31;JSR 175 et AOP, ennemis ou amis ?;RF
2005-01-12;14246;2005-01-01;2006-02-28;Knowledge discovery on the grid;RF
2004-11-15;14249;2005-02-01;2005-09-30;SPADA;RF
2004-11-15;14250;2005-02-01;2005-09-30;Projet CCTI dans le domaine de la sécurité VoIP;RF
2007-08-23;14257;2006-01-01;2007-03-31;Résistance aux charges dynamiques des tiges métalliques collées dans le bois;AC
2007-02-15;14265;2005-01-01;2006-06-30;Rafraîchissement par pompage dans les lacs et cours d'eau;RF
2005-03-21;14266;2004-10-05;2004-11-05;formation "à la carte" dans le domaine Multicast (Pictet);AC
2007-10-03;14274;2005-03-01;2006-09-30;Intégration d'annuaires;AC
2004-12-08;14288;2005-01-01;2006-02-28;Les financements hoteliers de type créatif en Suisse;RF
2004-12-08;14290;2005-01-03;2006-06-30;« Une consolidation de la capacité hôtelière par les chaînes intégrées mènera-t-elle à un assainissement de ce secteur en Suisse?»;RF
2008-01-24;14295;2005-01-03;2006-01-31;Lecture de l'heure demain;AC
2007-02-27;14341;2004-01-01;2004-12-31;Domaine;AC
2005-03-21;14368;2004-10-05;2004-11-30;Similor EIG - 466 relative à la numérisation et RDS d'un corps ½  1288-01;AC
2005-12-02;14389;2004-10-20;2005-12-30;Traitement et valorisation des effluents chromiques concentrés par cémentation électromagnétique;RF
2014-12-11;14417;2004-10-01;2006-02-28;SRF-Messplatz : étude et prototypage d'un dispositif de mesure de transpondeurs RFID;AC
2005-06-01;14433;2004-11-22;2005-02-28;étude comparative de communautés microbiennes intervenant dans le processus biologique des stations d'épuration (COMSTEP);AC
2007-08-23;14434;2004-11-22;2006-09-30;projets "Umm as-Sultan Shaaban Mosque" et "Khayer Bek Complex";AC
2005-09-16;14443;2005-01-03;2005-12-30;Système d'acquisition de signaux à large bande pour la transposition (dans le domaine de la fréquence) d'impulsions de tension mesurées aux bornes du gap;AC
2005-08-24;14448;2004-11-01;2004-11-30;Développement headset basé sur AudioBlue 2;AC
2005-08-17;14458;2004-10-01;2005-02-15;Générateur rapide de nombres aléatoires ;AC
2005-01-10;14460;2005-02-01;2008-01-30;ORganic waste management by a small-scale Innovative system of anaerobic digestiON;RF
2005-08-22;14468;2004-10-01;2005-09-30;PerCadEIG;AC
2008-02-26;14470;2004-11-01;2005-11-01;Projet de modélisation des processus EIG;AC
2005-09-14;14482;2004-08-23;2004-12-31;Consulting & développement pour le réseau d'eau des SIG (phase 4);AC
2006-05-18;14491;2004-11-02;2005-12-31;Analyse microstructurale et microscopie électronique à balayage;AC
2007-08-23;14495;2005-03-15;2006-06-30;conception et prototypage d'une trottinette de nouvelle génération;AC
2005-04-13;14498;2004-11-19;2004-11-23;MHyLab EIG 469 relative à la conception de la pale A7 et définition de la collerette anti-cavitation;AC
2006-02-02;14521;2004-12-01;2005-07-31;Etude du nouvel éclairage artificiel de la patinoire intérieure des Vernets;AC
2005-03-21;14531;2004-11-24;2004-12-25;MHyLab EIG 471 relative à la numérisation de la pale A6;AC
2005-04-08;14555;2004-11-30;2005-02-28;SIMILOR EIG - 474 relative à l'usinage d'un prototype de corps mobile;AC
2005-08-31;14571;2004-12-01;2005-07-29;Meules pour rails;AC
2007-02-27;14573;2004-11-30;2005-12-16;Caracréristiques de pompes fonctionnant en turbine;AC
2007-02-15;14577;2005-04-01;2006-03-31;Validation of Real Time PCR based detection and genotyping of phytopathogens as an alternative to serological tests;RF
2005-12-14;14589;2005-04-03;2007-03-31;Valorisation de déchets nucléaires;RF
2005-03-21;14593;2004-12-07;2004-12-23;VAUCHER EIG 475 relative à la numérisation et reconstruction d'une carrure de montre;AC
2006-08-24;14596;2004-12-01;2005-04-30;Eclairage extérieur des substructures relatives aux mosquées "Sultan Hassan" et "El Rifai", au Caire;AC
2006-08-24;14600;2004-02-26;2005-09-01;Paléo 2005;AC
2010-03-18;14601;2005-01-01;2005-12-31;Développement d'un dispositif de contrôle de qualité du solvant NMP ;AC
2007-02-15;14615;2006-01-01;2006-12-31;Diagnostic moléculaire d'espèces d'oomycètes phytopathogènes: validation d'une puce à ADN de deuxième génération;RF
2010-01-07;14616;2007-01-01;2007-02-28;Pathogens, mutualists and saprotrophs: microbial diversity in European forest ecosystem soils in relation to Disease development.;RF
2006-02-12;14634;2005-01-31;2005-12-16;dispositif robotisé pour la commande automatique d'une caméra à haute résolution destinée au projet HUG « suivi de grains »;AC
2006-08-24;14683;2005-03-01;2010-12-31;6 FP Concerto - projet européen;AC
2006-12-15;14686;2005-01-15;2005-02-28;Auto-inflammation;AC
2006-12-11;14687;2005-01-04;2005-03-31;SALOMON EIG 479 relative la modélisation esthétique des BDC course.;AC
2010-09-27;14692;2005-01-01;2005-12-31;Acquisitions de compétences en développement de protocoles de diagnostic de pathogènes du genre Phytopthora par réaction de la polymérase en chaïne (RCP) qauntitative en temps réel.;AN
2006-05-18;14744;2005-01-01;2005-12-31;Dipan 2005;AC
2008-02-26;14811;2005-02-09;2006-03-31;Mini_Digit;AC
2009-01-22;14815;2005-03-07;2008-03-31;Réalisation d'essais de fatigue et de traction, à 4.2K et à température ambiante, pour le contrôle de qualité de soudures dans les in-terconnexions des aimants du LHC;AC
2006-11-07;14828;2004-11-01;2005-12-28;Pour une théorie du projet appliquée au design de mode;AN
2007-02-27;14853;2005-05-18;2005-12-30;Etude et réalisation d'une micro-enceinte à éléments Peltier;AC
2008-02-26;14959;2005-05-01;2008-03-31;Conception et prototypage d'un dispositif d'arrosage autonome ("outre intelligente");AC
2007-02-27;14960;2005-01-02;2006-12-22;Système de mesure MTF (Modulation Transfer Function) destiné au test et à la maintenance d'objectifs de caméras vidéo professionnelles;AC
2006-03-29;14981;2005-05-10;2005-06-30;Aérobiocollecteur: Etude statistique et comparative;AC
2006-05-18;15018;2005-03-01;2005-11-30;Sécuriser un poste client Windows XP/2000;AC
2006-12-15;15034;2005-12-05;2005-12-06;Etude de faisabilité et prototypage d'une sonde à fluorescence basée sur l'emploi de fibres optiques à décalage de longueur d'ondes (feasability study and prototype development of a fluorescence probe;RF
2007-12-21;15045;2005-03-01;2006-12-31;La mise en place d'une solution de gestion moderne (ERP/PGI), quels enjeux pour une PME/PMI ?;AC
2007-02-27;15054;2005-02-01;2005-04-29;Mesure de la ténacité à 4.2K d'acier inoxydable - Echange international;AC
2008-01-10;15061;2005-03-02;2005-06-02;MHyLab EIG 489 relative à la numérisation d'un auget Pelton "C", reconstruction de surface de l'auget et construction du solide Catia;RF
2006-08-24;15062;2005-03-02;2006-06-30;MHyLab EIG 490 relative à la numérisation d'un auget Pelton "E", reconstruction de surface du détail de l'échancrure de l'auget et construction du solide Catia;AC
2007-02-27;15083;2005-01-09;2006-06-30;Usinage de mini cavités par Electroérosion;AC
2007-02-27;15089;2004-09-01;2005-12-31;Réalisation d'un programme de mesure des efforts de coupe sous LabView pour les TP étudiants;AC
2009-01-22;15097;2005-06-06;2008-03-31;"ECOBOIS Optimisation des Chaudières à Bois par Surveillance de la Flamme";AC
2006-02-13;15127;2005-04-18;2005-12-31;Etude aérothermique d'un rack de cartes électroniques pour le LHC, étape 1;AC
2006-05-18;15137;2005-02-01;2005-12-31;Modélisation d'un réseau hydraulique « EGUZON » ;AC
2006-07-10;15146;2005-01-01;2006-02-28;Conseil et soutien pour la mise en place d'un logiciel salaire;AC
2007-05-02;15173;2005-10-01;2006-04-15;Voyage au Japon de Mlle Perregaux Stéphanie (étudiante);AC
2007-11-08;15185;2005-04-01;2007-04-30;Optimisation du système BIOFLAM, chauffage domestique au BIODIESEL;AC
2006-11-07;15192;2005-05-25;2005-09-21;Revêtement;AC
2006-08-24;15200;2004-11-24;2005-07-29;Symposium «  Chaud et Froid et les Managements Alternatifs » 2004;AC
2006-08-24;15211;2005-01-01;2005-12-31;Coordination du RCSO-TIC pour 2005;AC
2006-05-15;15240;2006-01-01;2007-06-30;Etude aérodynamique d'un déphaseur d'ondes thermiques;RF
2006-02-12;15242;2005-07-01;2005-12-31;Mandat Ra&D associé au projet THM 7026 de Metrolab Instrument SA;AC
2006-12-21;15255;2005-01-04;2007-12-29;Localisation et routage dans les réseaux de senseurs sans fils;AC
2006-12-21;15257;2004-01-04;2006-12-29;Couplage de méthodes numériques sur réseaux;AC
2006-02-12;15259;2005-04-20;2007-12-31;Développement d'un biocapteur intégré;RF
2006-12-21;15261;2004-01-04;2005-04-21;Le logiciel libre comme moyen éducatif dans les maisons de quartier et le parascolaire;AC
2006-02-12;15322;2005-02-16;2005-03-16;Mandat ILFORD;AC
2008-12-17;15326;2006-01-08;2008-03-31;Méthodologie de contrôle contractuelle -Phase 2;AC
2006-12-15;15334;2005-10-01;2006-03-31;Echantillonnage de micro-organismes dans les modules de traitement biologique de la STEP d'Aïre2.;RF
2008-02-26;15346;2005-05-01;2007-12-31;Analyse, modélisation et optimisation du comportement du diélectrique pour le procédé d'enfonçage;AC
2007-02-27;15376;2005-06-26;2005-12-16;Clean Air 05;AC
2009-11-12;15383;2005-01-01;2007-06-30;12th International Conference on Reliable Software Technologies - Ada-Europe 2007;AC
2006-07-25;15384;2005-04-01;2006-11-30;Mini "Turbo-jet DC";EP
2009-01-23;15399;2005-12-15;2008-02-28;PLOCH-2 : une méthode standardisée pour l'évaluation routinière de la valeur biologique des petits plans d'eau (mares, étangs, petits lacs);AC
2006-04-05;15413;2005-08-01;2007-08-31;Front-end intégré pour transducteur ultra sonore;RF
2008-06-02;15464;2007-01-01;2008-01-31;PLOCH-2 : une méthode standardisée pour l'évaluation routinière de la valeur biologique des petits plans d'eau (mares, étangs, petits lacs);AC
2006-12-14;15465;2005-09-01;2007-06-01;Outil d'aide à la conception des façades d'immeubles de bureaux faisant un usage adéquat de la lumière naturelle;RF
2006-11-07;15469;2005-08-01;2006-09-30;Modélisation CFD de l'Eglise de Compesières (GE);AC
2009-01-23;15472;2006-01-02;2008-06-30;Développement de cupro-aluminiums par la métallurgie des poudres;AC
2009-05-26;15474;2005-11-01;2008-03-31;Vidéo à la demande et Sécurité;AC
2009-05-26;15476;2006-01-02;2008-06-30;Mise en oeuvre d'une technique de retardement des fissures par application de patchs composites collés;AC
2006-04-05;15480;2006-01-01;2006-12-31;Embedded Real-Time functional Cardiac;RF
2005-09-05;15486;2005-09-02;2007-05-30;Outil d'aide à la conception des façades d'immeubles de bureaux faisant un usage adéquat de la lumière naturelle;RF
2009-04-08;15498;2005-11-01;2008-02-29;L'implantation des arbres en milieu urbain;AC
2009-11-24;15510;2006-05-02;2008-07-31;Extracteur Web Personnalisé;AC
2005-06-14;15513;;;MINI TURBO-JET DC : développement du système d'allumage par kérosène et optimisation;EP
2009-02-02;15517;2005-11-01;2006-12-31;L'implantation des arbres en milieu urbain;AC
2009-12-03;15518;2007-04-15;2008-12-31;Modem faible coût pour réseaux de senseurs ad-hoc;AC
2007-01-30;15521;2007-01-01;2007-12-31;Plateforme de contrôle pour micro et nano manipulation.;RF
2007-05-02;15523;2005-09-01;2006-06-30;Imagerie des propriétés mécaniques du micro au nano;AC
2009-01-23;15538;2005-09-01;2007-05-31;SUIVI DE TRAJECTOIRE ROBOTISE APPLIQUE AU DOMAINE DE LA CHIRURGIE ORTHOPEDIQUE;AC
2007-02-15;15558;2005-11-01;2007-10-29;Senseur ampérométrique pour mesure l'éthylène;AC
2007-02-15;15567;2006-01-05;2007-12-30;Evaluation et développement du microgreffage direct de bourgeons dormants congelés pour l'établissement de conservatoires de vieilles variétés fruitières Suisse;RF
2010-02-04;15572;2006-04-03;2007-12-31;Etude spatio-temporelle des micro-organismes intervenant dans les stations d'épuration.;AC
2010-01-07;15582;2006-11-01;2008-12-31;Etude spatio-temporelle des micro-organismes intervenant dans les stations d'épuration.;AC
2006-10-17;15583;2005-06-29;2005-10-31;MHyLab EIG 501 relative à la numérisation, RDS profil extrados + bord d'attaque et raccordement à la collerette et au moyeu de la pale Kaplan A7;RF
2006-08-30;15624;2005-07-01;2006-06-30;Etude du renouvellement de l'évacuateur de crues du barrage de MOTZ sur modèle réduit.;AC
2010-01-21;15640;2005-04-18;2008-03-31;Mini "Turbo-jet DC";AC
2013-10-22;15705;2007-09-01;2011-12-31;Comportement mécanique des poutres mixtes bois-béton;AN
2007-06-26;15724;2005-10-03;2006-04-27;Approche comptable et financière de la société anonyme;AC
2006-11-07;15725;2005-08-01;2006-06-30;Consulting & développement pour le réseau d'eau des SIG (phase 5);AC
2013-05-27;15727;2008-04-06;2008-04-30;Sustainable design;AC
2006-03-03;15740;2005-08-15;2005-10-31;Farner EIG 506 relative à la numérisation de 2 guides et exportations en STL;AC
